akd_recno;ct2_recno;confidence;score;akd_lote;ct2_lote;reasons;text_similarity;token_overlap;akd_xdoc;ct2_xdoc;akd_xnumap;ct2_xdocum;akd_data;ct2_data;ct2_hist;akd_valor;ct2_valor;akd_debito;akd_credito;ct2_debito;ct2_credito;akd_conta_referencia;ct2_centro_debito;ct2_centro_credito;akd_historico_base;ct2_historico
2410275;2077546;muito_forte;200;0000207288;008810;valor|xdoc|doc_extra_2:CNE2589899|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2589899;CNE2589899;;;20260120;20260121;FATURA: 2001266331 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;9037.60;9037.60;;;3113010001;;3113010001;06010901;;2001266331;FATURA: 2001266331 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410277;2077548;muito_forte;200;0000207289;008810;valor|xdoc|doc_extra_2:2001266332|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2589911;CNE2589911;;;20260120;20260121;FATURA: 2001266332 PASSAGENS - CONVIDADOS - NACIO CF. MEDICAO 000003;8744.69;8744.69;;;3113030003;;3113030003;06010901;;2001266332;FATURA: 2001266332 PASSAGENS - CONVIDADOS - NACIO CF. MEDICAO 000003
2410279;2077550;muito_forte;200;0000207289;008810;valor|xdoc|doc_extra_2:2001266332|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2589913;CNE2589913;;;20260120;20260121;FATURA: 2001266332 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;36941.28;36941.28;;;3113030001;;3113030001;06010901;;2001266332;FATURA: 2001266332 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410281;2077552;muito_forte;200;0000207290;008810;valor|xdoc|doc_extra_2:CNE2589943|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2589943;CNE2589943;;;20260120;20260121;FATURA: 2001266333 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;509.66;509.66;;;3113010001;;3113010001;06010913;;2001266333;FATURA: 2001266333 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410283;2077554;muito_forte;200;0000207291;008810;valor|xdoc|doc_extra_2:2001266334|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2589957;CNE2589957;;;20260120;20260121;FATURA: 2001266334 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;2854.87;2854.87;;;3113030001;;3113030001;06010911;;2001266334;FATURA: 2001266334 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410285;2077556;muito_forte;200;0000207292;008810;valor|xdoc|doc_extra_2:CNE2589987|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2589987;CNE2589987;;;20260120;20260121;FATURA: 2001266335 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;880.74;880.74;;;3113010001;;3113010001;06010916;;2001266335;FATURA: 2001266335 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410287;2077558;muito_forte;200;0000207293;008810;valor|xdoc|doc_extra_2:CNE2590009|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590009;CNE2590009;;;20260120;20260121;FATURA: 2001266336 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;896.78;896.78;;;3113010001;;3113010001;06010914;;2001266336;FATURA: 2001266336 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410289;2077560;muito_forte;200;0000207294;008810;valor|xdoc|doc_extra_2:CNE2590022|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590022;CNE2590022;;;20260120;20260121;FATURA: 2001266337 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;62419.72;62419.72;;;3113030002;;3113030002;06020502;;2001266337;FATURA: 2001266337 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2410291;2077562;muito_forte;200;0000207295;008810;valor|xdoc|doc_extra_2:CNE2590053|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590053;CNE2590053;;;20260120;20260121;FATURA: 2001266338 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;15477.09;15477.09;;;3113010001;;3113010001;06011101;;2001266338;FATURA: 2001266338 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410293;2077564;muito_forte;200;0000207296;008810;valor|xdoc|doc_extra_2:2001266339|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590067;CNE2590067;;;20260120;20260121;FATURA: 2001266339 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;1474.84;1474.84;;;3113030001;;3113030001;06020804;;2001266339;FATURA: 2001266339 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410299;2077570;muito_forte;200;0000207299;008810;valor|xdoc|doc_extra_2:CNE2590133|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590133;CNE2590133;;;20260120;20260121;FATURA: 2001266341 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;2997.31;2997.31;;;3113030001;;3113030001;06020802;;2001266341;FATURA: 2001266341 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410301;2077572;muito_forte;200;0000207300;008810;valor|xdoc|doc_extra_2:CNE2590162|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590162;CNE2590162;;;20260120;20260121;FATURA: 2001266342 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;13184.20;13184.20;;;3113010002;;3113010002;06030101;;2001266342;FATURA: 2001266342 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410305;2077576;muito_forte;200;0000207302;008810;valor|xdoc|doc_extra_2:2001266344|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590206;CNE2590206;;;20260120;20260121;FATURA: 2001266344 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;9319.60;9319.60;;;3113010002;;3113010002;06010801;;2001266344;FATURA: 2001266344 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410307;2077578;muito_forte;200;0000207303;008810;valor|xdoc|doc_extra_2:2001266345|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590218;CNE2590218;;;20260120;20260121;FATURA: 2001266345 PASSAGENS - CONVIDADOS - INTER CF. MEDICAO 000003;15481.88;15481.88;;;3113030004;;3113030004;06020401;;2001266345;FATURA: 2001266345 PASSAGENS - CONVIDADOS - INTER CF. MEDICAO 000003
2410309;2077580;muito_forte;200;0000207303;008810;valor|xdoc|doc_extra_2:2001266345|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590220;CNE2590220;;;20260120;20260121;FATURA: 2001266345 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;3649.86;3649.86;;;3113030002;;3113030002;06020401;;2001266345;FATURA: 2001266345 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2410313;2077584;muito_forte;200;0000207305;008810;valor|xdoc|doc_extra_2:2001266347|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590265;CNE2590265;;;20260120;20260121;FATURA: 2001266347 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;16726.53;16726.53;;;3113030001;;3113030001;06020201;;2001266347;FATURA: 2001266347 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410317;2077588;muito_forte;200;0000207307;008810;valor|xdoc|doc_extra_2:2001266349|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590309;CNE2590309;;;20260120;20260121;FATURA: 2001266349 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;6635.72;6635.72;;;3113030001;;3113030001;06010601;;2001266349;FATURA: 2001266349 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410321;2077592;muito_forte;200;0000207309;008810;valor|xdoc|doc_extra_2:CNE2590352|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590352;CNE2590352;;;20260120;20260121;FATURA: 2001266350 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;27303.70;27303.70;;;3113030002;;3113030002;06020804;;2001266350;FATURA: 2001266350 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2410323;2077594;muito_forte;200;0000207310;008810;valor|xdoc|doc_extra_2:CNE2590373|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590373;CNE2590373;;;20260120;20260121;FATURA: 2001266352 PASSAGENS - CONVIDADOS - NACIO CF. MEDICAO 000003;2764.86;2764.86;;;3113030003;;3113030003;06030101;;2001266352;FATURA: 2001266352 PASSAGENS - CONVIDADOS - NACIO CF. MEDICAO 000003
2410325;2077596;muito_forte;200;0000207310;008810;valor|xdoc|doc_extra_2:2001266352|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590375;CNE2590375;;;20260120;20260121;FATURA: 2001266352 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;6606.14;6606.14;;;3113030001;;3113030001;06030101;;2001266352;FATURA: 2001266352 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410327;2077598;muito_forte;200;0000207311;008810;valor|xdoc|doc_extra_2:CNE2590403|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590403;CNE2590403;;;20260120;20260121;FATURA: 2001266353 HOSPEDAGEM - CONVIDADO - NACIO CF. MEDICAO 000003;824.49;824.49;;;3113020001;;3113020001;06030101;;2001266353;FATURA: 2001266353 HOSPEDAGEM - CONVIDADO - NACIO CF. MEDICAO 000003
2410329;2077600;muito_forte;200;0000207311;008810;valor|xdoc|doc_extra_2:CNE2590405|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590405;CNE2590405;;;20260120;20260121;FATURA: 2001266353 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;5434.82;5434.82;;;3113010001;;3113010001;06030101;;2001266353;FATURA: 2001266353 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410333;2077604;muito_forte;200;0000207313;008810;valor|xdoc|doc_extra_2:CNE2590448|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590448;CNE2590448;;;20260120;20260121;FATURA: 2001266355 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;2726.07;2726.07;;;3113010002;;3113010002;06020401;;2001266355;FATURA: 2001266355 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410335;2077606;muito_forte;200;0000207314;008810;valor|xdoc|doc_extra_2:2001266356|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590463;CNE2590463;;;20260120;20260121;FATURA: 2001266356 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;265.90;265.90;;;3113030001;;3113030001;06020504;;2001266356;FATURA: 2001266356 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410337;2077608;muito_forte;200;0000207315;008810;valor|xdoc|doc_extra_2:2001266357|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590492;CNE2590492;;;20260120;20260121;FATURA: 2001266357 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;21379.48;21379.48;;;3113010002;;3113010002;06020502;;2001266357;FATURA: 2001266357 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410347;2077618;muito_forte;200;0000207320;008810;valor|xdoc|doc_extra_2:2001266360|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590572;CNE2590572;;;20260120;20260121;FATURA: 2001266360 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;99806.11;99806.11;;;3113030002;;3113030002;06020601;;2001266360;FATURA: 2001266360 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2410353;2077624;muito_forte;200;0000207323;008810;valor|xdoc|doc_extra_2:CNE2590639|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590639;CNE2590639;;;20260120;20260121;FATURA: 2001266363 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;1465.58;1465.58;;;3113030001;;3113030001;06020902;;2001266363;FATURA: 2001266363 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410357;2077628;muito_forte;200;0000207325;008810;valor|xdoc|doc_extra_2:CNE2590690|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590690;CNE2590690;;;20260120;20260121;FATURA: 2001266365 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;10905.59;10905.59;;;3113010002;;3113010002;06020802;;2001266365;FATURA: 2001266365 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410359;2077630;muito_forte;200;0000207326;008810;valor|xdoc|doc_extra_2:2001266366|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590704;CNE2590704;;;20260120;20260121;FATURA: 2001266366 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;26668.29;26668.29;;;3113030002;;3113030002;06020802;;2001266366;FATURA: 2001266366 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2410361;2077632;muito_forte;200;0000207327;008810;valor|xdoc|doc_extra_2:2001266367|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590726;CNE2590726;;;20260120;20260121;FATURA: 2001266367 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;222046.53;222046.53;;;3113030002;;3113030002;06020201;;2001266367;FATURA: 2001266367 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2410365;2077636;muito_forte;200;0000207329;008810;valor|xdoc|doc_extra_2:CNE2590778|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590778;CNE2590778;;;20260120;20260121;FATURA: 2001266369 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;10336.53;10336.53;;;3113010002;;3113010002;06010201;;2001266369;FATURA: 2001266369 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410369;2077640;muito_forte;200;0000207331;008810;valor|xdoc|doc_extra_2:CNE2590815|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590815;CNE2590815;;;20260120;20260121;FATURA: 2001266371 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;2854.87;2854.87;;;3113030001;;3113030001;06010913;;2001266371;FATURA: 2001266371 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2410371;2077642;muito_forte;200;0000207332;008810;valor|xdoc|doc_extra_2:2001266372|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590845;CNE2590845;;;20260120;20260121;FATURA: 2001266372 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;831.81;831.81;;;3113010001;;3113010001;06010912;;2001266372;FATURA: 2001266372 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410375;2077646;muito_forte;200;0000207334;008810;valor|xdoc|doc_extra_2:CNE2590888|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590888;CNE2590888;;;20260120;20260121;FATURA: 2001266374 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;14827.79;14827.79;;;3113010002;;3113010002;06020804;;2001266374;FATURA: 2001266374 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410379;2077650;muito_forte;200;0000207336;008810;valor|xdoc|doc_extra_2:2001266376|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590933;CNE2590933;;;20260120;20260121;FATURA: 2001266376 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;1081.59;1081.59;;;3113010001;;3113010001;06020902;;2001266376;FATURA: 2001266376 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2410381;2077652;muito_forte;200;0000207337;008810;valor|xdoc|doc_extra_2:2001266377|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2590954;CNE2590954;;;20260120;20260121;FATURA: 2001266377 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;10727.00;10727.00;;;3113010002;;3113010002;06020801;;2001266377;FATURA: 2001266377 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2410395;2077666;muito_forte;200;0000207344;008810;valor|xdoc|doc_extra_2:CNE2591078|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2591078;CNE2591078;;;20260120;20260121;FATURA: 2001266382 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;69025.21;69025.21;;;3113030002;;3113030002;06020801;;2001266382;FATURA: 2001266382 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418041;2098507;muito_forte;200;0000209578;008810;valor|xdoc|doc_extra_2:0502266510|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593027;CNE2593027;;;20260205;20260210;FATURA: 0502266510 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;2564.24;2564.24;;;3113010001;;3113010001;06020804;;0502266510;FATURA: 0502266510 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418045;2098511;muito_forte;200;0000209580;008810;valor|xdoc|doc_extra_2:CNE2593063|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593063;CNE2593063;;;20260205;20260210;FATURA: 0502266512 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;3999.18;3999.18;;;3113030001;;3113030001;06020804;;0502266512;FATURA: 0502266512 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418047;2098513;muito_forte;200;0000209581;008810;valor|xdoc|doc_extra_2:CNE2593084|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593084;CNE2593084;;;20260205;20260210;FATURA: 0502266513 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;140619.07;140619.07;;;3113030002;;3113030002;06020502;;0502266513;FATURA: 0502266513 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418049;2098515;muito_forte;200;0000209582;008810;valor|xdoc|doc_extra_2:CNE2593106|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593106;CNE2593106;;;20260205;20260210;FATURA: 0502266514 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;221840.49;221840.49;;;3113030002;;3113030002;06011101;;0502266514;FATURA: 0502266514 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418051;2098517;muito_forte;200;0000209583;008810;valor|xdoc|doc_extra_2:0502266515|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593128;CNE2593128;;;20260205;20260210;FATURA: 0502266515 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;5990.40;5990.40;;;3113030002;;3113030002;06020902;;0502266515;FATURA: 0502266515 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418055;2098521;muito_forte;200;0000209585;008810;valor|xdoc|doc_extra_2:CNE2593170|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593170;CNE2593170;;;20260205;20260210;FATURA: 0502266517 PASSAGENS - CONVIDADOS - INTER CF. MEDICAO 000003;2158.93;2158.93;;;3113030004;;3113030004;06020201;;0502266517;FATURA: 0502266517 PASSAGENS - CONVIDADOS - INTER CF. MEDICAO 000003
2418057;2098523;muito_forte;200;0000209585;008810;valor|xdoc|doc_extra_2:CNE2593172|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593172;CNE2593172;;;20260205;20260210;FATURA: 0502266517 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;64392.08;64392.08;;;3113030002;;3113030002;06020201;;0502266517;FATURA: 0502266517 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418059;2098525;muito_forte;200;0000209586;008810;valor|xdoc|doc_extra_2:CNE2593202|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593202;CNE2593202;;;20260205;20260210;FATURA: 0502266518 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;4585.48;4585.48;;;3113010002;;3113010002;06010901;;0502266518;FATURA: 0502266518 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2418061;2098527;muito_forte;200;0000209587;008810;valor|xdoc|doc_extra_2:CNE2593225|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593225;CNE2593225;;;20260205;20260210;FATURA: 0502266519 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;1218.00;1218.00;;;3113010001;;3113010001;06030101;;0502266519;FATURA: 0502266519 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418065;2098531;muito_forte;200;0000209589;008810;valor|xdoc|doc_extra_2:0502266520|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593269;CNE2593269;;;20260205;20260210;FATURA: 0502266520 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;1470.24;1470.24;;;3113010001;;3113010001;06020401;;0502266520;FATURA: 0502266520 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418067;2098533;muito_forte;200;0000209590;008810;valor|xdoc|doc_extra_2:CNE2593291|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593291;CNE2593291;;;20260205;20260210;FATURA: 0502266521 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;1978.80;1978.80;;;3113010001;;3113010001;06020902;;0502266521;FATURA: 0502266521 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418069;2098535;muito_forte;200;0000209591;008810;valor|xdoc|doc_extra_2:0502266522|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593305;CNE2593305;;;20260205;20260210;FATURA: 0502266522 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;2222.95;2222.95;;;3113030001;;3113030001;06020902;;0502266522;FATURA: 0502266522 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418071;2098537;muito_forte;200;0000209592;008810;valor|xdoc|doc_extra_2:0502266523|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593334;CNE2593334;;;20260205;20260210;FATURA: 0502266523 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;36915.42;36915.42;;;3113010002;;3113010002;06020502;;0502266523;FATURA: 0502266523 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2418075;2098541;muito_forte;200;0000209594;008810;valor|xdoc|doc_extra_2:0502266525|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593370;CNE2593370;;;20260205;20260210;FATURA: 0502266525 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;28017.47;28017.47;;;3113030002;;3113030002;06010901;;0502266525;FATURA: 0502266525 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418077;2098543;muito_forte;200;0000209595;008810;valor|xdoc|doc_extra_2:0502266526|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593392;CNE2593392;;;20260205;20260210;FATURA: 0502266526 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003;34649.55;34649.55;;;3113030002;;3113030002;06020801;;0502266526;FATURA: 0502266526 PASSAGENS - EMPREGADO - INTERN CF. MEDICAO 000003
2418079;2098545;muito_forte;200;0000209596;008810;valor|xdoc|doc_extra_2:0502266527|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593415;CNE2593415;;;20260205;20260210;FATURA: 0502266527 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;3054.57;3054.57;;;3113030001;;3113030001;06020504;;0502266527;FATURA: 0502266527 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418081;2098547;muito_forte;200;0000209597;008810;valor|xdoc|doc_extra_2:CNE2593445|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593445;CNE2593445;;;20260205;20260210;FATURA: 0502266528 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;910.96;910.96;;;3113010001;;3113010001;06020504;;0502266528;FATURA: 0502266528 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418087;2098553;muito_forte;200;0000209600;008810;valor|xdoc|doc_extra_2:0502266530|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593503;CNE2593503;;;20260205;20260210;FATURA: 0502266530 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;1662.74;1662.74;;;3113030001;;3113030001;06020401;;0502266530;FATURA: 0502266530 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418093;2098559;muito_forte;200;0000209603;008810;valor|xdoc|doc_extra_2:0502266533|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593577;CNE2593577;;;20260205;20260210;FATURA: 0502266533 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;701.95;701.95;;;3113010001;;3113010001;06020802;;0502266533;FATURA: 0502266533 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418095;2098561;muito_forte;200;0000209604;008810;valor|xdoc|doc_extra_2:CNE2593591|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593591;CNE2593591;;;20260205;20260210;FATURA: 0502266534 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;5632.38;5632.38;;;3113030001;;3113030001;06010201;;0502266534;FATURA: 0502266534 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418097;2098563;muito_forte;200;0000209605;008810;valor|xdoc|doc_extra_2:CNE2593613|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593613;CNE2593613;;;20260205;20260210;FATURA: 0502266535 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;1888.77;1888.77;;;3113030001;;3113030001;06020802;;0502266535;FATURA: 0502266535 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418099;2098565;muito_forte;200;0000209606;008810;valor|xdoc|doc_extra_2:CNE2593643|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593643;CNE2593643;;;20260205;20260210;FATURA: 0502266536 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003;3375.08;3375.08;;;3113010001;;3113010001;06010201;;0502266536;FATURA: 0502266536 HOSPEDAGEM - EMPREGADO - NACIO CF. MEDICAO 000003
2418105;2098571;muito_forte;200;0000209609;008810;valor|xdoc|doc_extra_2:CNE2593701|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593701;CNE2593701;;;20260205;20260210;FATURA: 0502266539 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003;1069.54;1069.54;;;3113030001;;3113030001;06010911;;0502266539;FATURA: 0502266539 PASSAGENS - EMPREGADO - NACION CF. MEDICAO 000003
2418109;2098575;muito_forte;200;0000209611;008810;valor|xdoc|doc_extra_2:0502266540|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593752;CNE2593752;;;20260205;20260210;FATURA: 0502266540 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;11811.32;11811.32;;;3113010002;;3113010002;06010201;;0502266540;FATURA: 0502266540 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
2418111;2098577;muito_forte;200;0000209612;008810;valor|xdoc|doc_extra_2:CNE2593774|competencia|ent05_conta|cc|classe_valor;0.2564;1;CNE2593774;CNE2593774;;;20260205;20260210;FATURA: 0502266541 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003;23697.30;23697.30;;;3113010002;;3113010002;06011101;;0502266541;FATURA: 0502266541 HOSPEDAGEM - EMPREGADO - INTER CF. MEDICAO 000003
